Syifaa,Syifaa88939662,🌈,0,38,0,2,Wed Aug 12 11:11:51 +0000 2020
🐻,DianingWhyK,kenapa harus 2 kalau 1 aja bisa?,48,155,0,661,Wed Feb 15 07:28:17 +0000 2017
Bunty,buntychawla,,53,115,0,1911,Sat Apr 24 14:27:38 +0000 2010
Iwan Baharudin,baharudin_iwan,,187,930,0,912,Sat Jun 20 04:00:51 +0000 2020
Bisoo ♡,Bisoo2222,سُعداء .. ما دُمنا نطرق باب السّماء ، ما دُمنا نلجأ إلى الله في كلّ حين !,172,175,0,241,Sun Jun 12 03:43:22 +0000 2011
Pallavi Rajput,Pallavi399141,India,15,135,0,92,Wed Sep 23 16:39:09 +0000 2015
aergaram,aergaram,be you. be real,5,74,0,0,Tue Aug 11 05:05:48 +0000 2020
fiyaa,elisafiya,📝ʜᴀᴘᴘɪɴᴇꜱꜱ ɪꜱ ꜱɪᴍᴘʟᴇ,4,94,0,3838,Sat Jan 25 03:29:36 +0000 2020
najii,itssnjkm,"congrats, you found me 🇦🇫",21,37,0,3,Sat Jul 11 15:50:50 +0000 2020
Mr.Ra9jit.🎀,MrRanji60713112,Actor.🎭,8,729,0,1399,Tue Jul 21 14:50:27 +0000 2020
Kumari Ekta,KumariEkta9,,9,316,0,67,Tue Jun 16 10:25:12 +0000 2020
♕︎,wui5p,انسان حزين😔💔.,10,242,0,111,Tue Sep 10 09:59:04 +0000 2019
سليـمان بن ناصـر 🇸🇦,ssahm29,أنا مثل الغيـمه اللي مرت ولا ضرت,610,1256,0,687,Tue Aug 11 03:52:53 +0000 2020
🌠,itsmeNKM,,14,53,0,40,Fri Jan 03 00:42:17 +0000 2020
Pankhuri Mukim Nandy,Pankhurii,,351,251,3,449,Thu May 07 11:32:39 +0000 2009
Tyiaranisa,tyiaranisa,Yg penting happy,0,1,0,0,Fri Jul 31 07:50:46 +0000 2020
𝓡 ⋆ 🧸,_raeesaa_,𝑆𝑜𝑢𝑙 𝑜𝑣𝑒𝑟 𝑏𝑒𝑎𝑢𝑡𝑦.𐇲🦋                                                         ⇝ various fandoms 𝄞 ☔,448,1134,5,97329,Fri Jun 02 14:39:59 +0000 2017
Purohit Jyoti,PurohitJyoti2,,2,282,0,8,Mon Aug 03 07:07:37 +0000 2020
zlf,Zlfa_zm,brbeヾ,17,145,0,232,Wed Feb 20 02:49:48 +0000 2019
kbenelai,kbenelai,"If you can’t find a way, create one!",5,480,0,4,Sun Apr 25 06:56:34 +0000 2010
Ankita Batavia,586anks,Self Sufficient,19,23,0,250,Tue Mar 21 17:16:11 +0000 2017
achor,alviaanmar,TRUFFLER,253,323,0,309,Wed Aug 29 13:47:50 +0000 2012
kikok,candywraw,,73,111,0,2482,Sat Jun 29 06:27:58 +0000 2013
Nenghanna,Nenghanna16,ig: @nenghanna116,4,33,0,3,Fri Aug 07 15:09:50 +0000 2020
Abeer Al Mohawies🇸🇦,abeeralmohawies,,125,763,1,3937,Fri Feb 22 02:44:35 +0000 2013
-,Jw8877,,0,518,0,457,Sat Aug 08 23:55:22 +0000 2020
Abdullah H,a_9_01,"Ahli 💚 , Man united ♥️",240,376,0,466,Mon Jan 30 20:15:41 +0000 2012
أثيِر,atthzx,,44,186,0,508,Wed Feb 12 15:33:45 +0000 2020
M.ari.syarifudin,Marisyarifudin1,anda yakin anda vuas,155,634,0,9,Fri Aug 07 16:24:09 +0000 2020
rahul,rahul21394074,"consultant intensivist 
! passionate about trading !",59,2132,0,17,Wed Mar 07 07:40:38 +0000 2018
Samoa,anotheruser1010,Added a bio to my profile.,16,134,0,147,Thu Aug 01 06:54:19 +0000 2013
Sinunair,Sinunair3,,5,191,0,2037,Thu Aug 06 02:22:02 +0000 2020
chocoolate chim,cupcuppx,army sini merapat👉👈,26,131,0,1168,Mon Nov 25 12:27:29 +0000 2019
Nitin Meshram,jaibhimworld,"Campaign against caste system, racial & systemic discrimination. Equal FreeSpeech & Equal Access to Digital Tools for All on Internet. Against Twitter @verified",20865,5199,13,5015,Sat Nov 24 12:07:24 +0000 2018
ععوض المطرفيي𖤍⁷ .,qv_515,كـلي لـك و مـا هـمـني غـيـرك 🤍🤍.,32,181,0,220,Sun Oct 14 09:12:26 +0000 2018
Jaccs,SkyJaccs,🐋,2,119,0,11,Sun Nov 24 02:09:48 +0000 2019
Irginugraha08,irginugraha08,"kerja keras,berdoa, ikhtiar,tawakal,dan jangan lupa bersyukur.

Ig:@irgimugraha56",16,700,0,1750,Mon Jul 06 18:11:57 +0000 2020
Regg_,Regg52383042,‏وَاِلْى رَبِْكَ فَا رْ غَبْ🦖,2,72,0,175,Fri Aug 07 13:42:18 +0000 2020
Reshma Barde,BardeReshma,Architecture student,34,291,0,2123,Tue May 23 21:07:31 +0000 2017
Clara Amelia Dyah P,ClaraAmeliaDya2,Jangan munafik sayang😋,7,149,0,21,Fri Aug 07 06:41:55 +0000 2020
Karkhana,KarkhanaN,,695,152,31,238,Sat Apr 19 04:53:39 +0000 2014
Je,Jihanpanuta,,33,63,0,3,Wed Jul 29 04:07:05 +0000 2015
Suryapratap Singh,drspstomar,"Director and Head, Department of Neurosciences, IMC / BNSC;
Chief, Neuro & Spine Surgery
and Consultant Trauma surgeon",37,477,1,15,Mon Apr 03 07:21:22 +0000 2017
aditi_14,aditi1414,,1,195,0,1,Thu Aug 06 10:04:39 +0000 2020
Manager Clan,DManagerClan,A manager and mentor community at your service #manager #DigitalManager #DogitalMentor #DigitalTransformation,54,388,1,51,Sun Jun 07 17:33:43 +0000 2020
Juni,JuniChakraborty,"Passionate about Academics, Science, Research, Environmental Causes, Social causes, Books, Movies, Coffees, Cultures, Romcoms & Traveling :)",29,259,1,726,Thu Aug 11 03:56:24 +0000 2011
AMEERAH.,mir_199,,10,154,0,253,Thu Aug 06 14:46:38 +0000 2020
Luvipuspita_,Luvipuspita_,Bersyukurlah dengan apapun yang diberikan Tuhan untukmu😇,11,26,0,16,Thu Aug 06 14:43:28 +0000 2020
ramaalhkm,streettajja,,0,3,0,1,Tue Apr 07 13:42:14 +0000 2020
Samar,_Samar369,,0,68,0,11,Sat Aug 01 19:42:04 +0000 2020
Lina,Lina06665264,,0,26,0,26,Thu Aug 06 08:32:01 +0000 2020
unayyrisss03-,unayyriss03,onIg🌞: @raniss_0309,1,15,0,30,Wed Aug 05 12:25:32 +0000 2020
AKU ITU,adielana22,Jangan bilang menyukai fotografi kalau tidak punya QUOTA||@adielana22_|http://gmail.com/📩,3,26,0,0,Thu Aug 06 00:52:45 +0000 2020
kanaree,kanaree_io,We make it easy for you to see and keep your ecommerce data!,17,150,0,2,Wed Aug 05 17:26:30 +0000 2020
u,fazilarevirgin,r   e  -,66,159,0,877,Fri Mar 13 03:00:02 +0000 2020
wararizvi,wararizvi,A nobody who is amidst the process of turning into somebody..A nomad..hermit.. some what slothful..doesn't believe in sky being the limit..UMM..enough said??!!,30,190,1,10067,Tue Dec 13 10:39:33 +0000 2011
Komal Sanas,Komal_Sanas,"Co-Founder of MediAsha Technologies Pvt. Ltd., Pune",7,157,0,19,Sun Sep 09 16:11:12 +0000 2018
Cingklos kaborti,RezaWellem,,3,107,0,9,Sat Jul 11 02:15:37 +0000 2020
Ellé || 🇵🇭,flame_elle,✨KPOP STAN || Spazzer ✨,259,1011,0,2969,Fri Apr 03 13:44:56 +0000 2020
Layan.,LayanRabeh,#path,81,404,0,333,Mon Sep 17 19:05:49 +0000 2018
Riham 🍃✨🐚,Riham_kahlini,| Born On 80s | 26-December| Capricorn ♑ |,165,337,1,69,Sat Aug 28 03:29:18 +0000 2010
Bhavesh Lal,BhaveshLal2,It Doesn't matter,96,1417,0,1047,Mon Jul 27 05:51:56 +0000 2020
Bhavika Sodagum,bhavika00001,I feel electricity... Your lighting is guiding me. . .,8,260,0,665,Mon Feb 17 07:06:17 +0000 2020
Anisa Estiyana,anisaestiyana07,"Instagram here :
@anisaestiyana
OR 
click website",1,27,0,0,Tue Aug 04 15:34:31 +0000 2020
Ollie.O Studio,OllieOStudio,"Somos uma Agência de comunicação On e OffLine, focada na criação de soluções que facilitem seu negócio...",182,696,0,26,Tue Oct 09 00:36:21 +0000 2012
إبٺِـﮪٱڵ🕊,ebtihal_su,أتلو فتزدهر الجِنان بأضلعي ✨.,18,201,0,292,Mon Mar 30 11:48:11 +0000 2020
Nikita Bhardwaj...,Nikita97924952,"🙈💜 Travelling.✈️... 😍😍😌


        ....living in dream ! 🐈💫🦄🦋",6,64,0,884,Thu Jul 02 04:21:18 +0000 2020
MAKANA DENNIS,MAKANADENNIS1,"Founder,@Royal Consulting and Services, The Strategist,@Elimu Empowerment Trust, Motivational speaker.",147,510,0,9168,Thu Jun 27 10:27:04 +0000 2019
Meghna Singh Sengar,Nomadspiritlady,"I am the daughter of the earth and the water, the nursling of the sky; I pass over the pores of the oceans and shores, I change,but i cannot die.",27,353,0,265,Mon May 08 15:06:23 +0000 2017
Shambhu (SSRian),ShambhuSsrian,,0,132,0,12,Mon Aug 03 22:35:12 +0000 2020
Abdullah 📿,i_3abod,Nothing 🤍,274,311,0,1622,Fri May 18 15:31:26 +0000 2012
ダーニー・ヌルフィアンシャ,bungdandung,"Pejuang rezeki halal buat halalin kamu, instagram @bung._.dandung",15,839,0,185,Thu Jun 13 03:16:46 +0000 2019
Vinotha Adithya,VinothaAdithya,,1,66,0,16,Mon Aug 03 17:03:11 +0000 2020
yusuf,yusuf04336237,,0,30,0,1,Mon Aug 03 16:34:26 +0000 2020
Aishwarya Varma,Aish_2241,Google DSC Lead | IISc | GDG | ML Engineer-Udacity | @localguides - Women Safety and Empowerment,58,419,0,1166,Thu Mar 10 06:13:37 +0000 2016
fikri ya,fikriya15,,0,58,0,7,Fri Jul 31 23:39:16 +0000 2020
indrayadi,indraya98309507,Memulai sesuatu Dari nol Sampe sukses !!$,2,108,0,0,Sat Sep 21 15:04:04 +0000 2019
Nori’,Nar__0,"‏‏‏‏ الأماني في رجا الله ماتخيب.


PT , Animal Lovers , Night Rain🌧",10,248,0,195,Fri Jul 31 02:53:00 +0000 2020
Shafirasalma,Firaashaf_,Libatkan Allah dalam segala hal,19,293,0,21,Fri Jul 03 12:02:28 +0000 2020
ALTER,Yono25895624,MENIKMAT WP,84,523,0,4541,Mon Jun 29 18:09:34 +0000 2020
Nishi Saraswat,nishisaraswat,,35,490,0,162,Fri Mar 08 19:04:05 +0000 2013
srivardhan,srichilikamukku,"Resource Management
-Helping clients to find Top Tech Talents & Game changers for their projects.",22,831,0,30,Wed Apr 06 15:40:29 +0000 2011
